"F1","F2"
"X159548","X614562"
"X1121144","X159548"
"X513798","X553485"
"X3868361","X553485"
"X2524288","X4420125"
"X2524288","X4453684"
"X155408","X156032"
"X151897","X155408"
"X155408","X249257"
"X1131433","X155408"
"X241449","X339480"
"X1024056","X258234"
"X258234","X4379780"
"X4421346","X567307"
"X4426965","X593163"
"X4349630","X593163"
"X4375014","X541201"
"X4404468","X559470"
"X224925","X4448576"
"X104016","X348099"
"X113170","X4343930"
"X4343930","X4370104"
"X227002","X245451"
"X244670","X321721"
"X276270","X309422"
"X114102","X309422"
"X309422","X4351648"
"X242252","X309422"
"X156963","X592173"
"X354224","X592173"
"X1120344","X4365064"
"X4326943","X4359316"
"X206948","X4359316"
"X4400369","X622571"
"X1138433","X4335936"
"X1138433","X585600"
"X1138433","X136276"
"X1138433","X905892"
"X1133506","X167878"
"X167878","X214914"
"X216497","X220436"
"X216497","X649507"
"X1793227","X804853"
"X249282","X4363347"
"X265283","X4363347"
"X236025","X518990"
"X236025","X4340285"
"X236024","X254041"
"X236024","X4470571"
"X236024","X800082"
"X106297","X1122827"
"X1122827","X246567"
"X1125837","X4414674"
"X123738","X252587"
"X123738","X359864"
"X123738","X4349212"
"X123738","X683436"
"X370425","X4381458"
"X137180","X678584"
"X137180","X154876"
"X1128776","X249282"
"X1146778","X2804995"
"X155216","X209935"
"X1107982","X209935"
"X209935","X712222"
"X243954","X339480"
"X243954","X336892"
"X4450314","X4462831"
"X1118913","X4462831"
"X207672","X208293"
"X207672","X266540"
"X207672","X370772"
"X4359330","X538512"
"X538512","X822776"
"X538512","X928889"
"X3460762","X660122"
"X3460762","X4083690"
"X1123510","X825474"
"X776252","X825474"
"X332410","X4408165"
"X332410","X765871"
"X1132680","X3117367"
"X1125423","X2457239"
"X1143359","X2457239"
"X144545","X4380621"
"X144545","X3518312"
"X1114591","X144545"
"X1102974","X253155"
"X1105521","X238816"
"X1105521","X1131787"
"X1030247","X840081"
"X1030247","X210024"
"X4296603","X554602"
"X4361561","X4402805"
"X4402805","X849553"
"X1134608","X216549"
"X1134608","X4322410"
"X1134608","X205900"
"X1134608","X223302"
"X1134608","X266132"
"X1134608","X3010829"
"X155243","X4450835"
"X1133506","X24886"
"X24886","X638638"
"X191331","X202068"
"X191331","X631678"
"X191331","X4358341"
"X191331","X821187"
"X205397","X763910"
"X205397","X255819"
"X205397","X240252"
"X205397","X556217"
"X543181","X593162"
"X240866","X593162"
"X240890","X561842"
"X4365229","X912669"
"X4394171","X912669"
"X113170","X204470"
"X113170","X812831"
"X1127161","X4414775"
"X4412985","X81772"
"X209359","X2477589"
"X222645","X2477589"
"X2477589","X4327906"
"X240752","X2477589"
"X618396","X663399"
"X211201","X4341330"
"X211201","X4355675"
"X4447049","X901942"
"X417101","X901942"
"X253622","X901942"
"X534454","X568243"
"X156605","X534454"
"X4371107","X534454"
"X534454","X673846"
"X513073","X538368"
"X246200","X579008"
"X1121233","X246200"
"X4320428","X559267"
"X4047531","X4320428"
"X1108603","X985056"
"X223912","X985056"
"X215095","X985056"
"X1113105","X874951"
"X4443725","X874951"
"X1126808","X4339767"
"X328181","X682533"
"X1144110","X4304296"
"X1144110","X510452"
"X136135","X215095"
"X161630","X221218"
"X561208","X625825"
"X512952","X561208"
"X190279","X561208"
"X4322378","X4406815"
"X4322378","X4452864"
"X225456","X4322378"
"X4392369","X4423750"
"X1117661","X4423750"
"X4378777","X896552"
"X447724","X896552"
"X221319","X573448"
"X226508","X238538"
"X226508","X3768296"
"X226508","X273619"
"X226508","X249247"
"X223221","X333617"
"X1139209","X223221"
"X4339772","X655650"
"X4339772","X4359499"
"X4178575","X4339772"
"X4339774","X4359608"
"X333120","X4393377"
"X4359608","X4360319"
"X1108249","X205559"
"X1108249","X2216490"
"X212584","X4306132"
"X4378777","X850823"
"X1630","X4378777"
"X1121144","X632751"
"X219551","X632751"
"X398721","X632751"
"X500203","X632751"
"X1086575","X632751"
"X625825","X723690"
"X206803","X220042"
"X1111579","X220042"
"X220042","X4414708"
"X220042","X509529"
"X1123797","X4450314"
"X220013","X4450314"
"X4345879","X4407984"
"X276270","X4345879"
"X352324","X511742"
"X226516","X352324"
"X209392","X4413728"
"X209392","X4463044"
"X209392","X4474264"
"X100933","X827300"
"X100933","X360500"
"X573165","X835654"
"X206938","X573165"
"X511916","X573165"
"X222685","X250278"
"X222685","X792796"
"X1088543","X222685"
"X328181","X735782"
"X251145","X4466529"
"X4427084","X702224"
"X255057","X4427084"
"X4427084","X680305"
"X1113813","X755581"
"X585151","X755581"
"X1109902","X755581"
"X4304486","X4462613"
"X4304486","X4345881"
"X4304486","X529793"
"X312923","X4462639"
"X29360","X819027"
"X220715","X4359330"
"X224648","X4359330"
"X4360323","X4440031"
"X130030","X4440031"
"X225073","X360530"
"X1130026","X360530"
"X130036","X360530"
"X236596","X559267"
"X233990","X236596"
"X236596","X809686"
"X4414886","X566535"
"X1109766","X566535"
"X534249","X955539"
"X165688","X534249"
"X560245","X589233"
"X223766","X252587"
"X106955","X4360818"
"X106955","X129685"
"X268263","X727953"
"X268263","X4324652"
"X204919","X4363494"
"X204934","X4363494"
"X2203624","X252587"
"X2203624","X359864"
"X2203624","X415943"
"X2203624","X4345497"
"X1107029","X253630"
"X1107029","X4346060"
"X347053","X573448"
"X202068","X71577"
"X202068","X214749"
"X202068","X938039"
"X208896","X516306"
"X516306","X670583"
"X332788","X3561502"
"X1133821","X4373456"
"X1123510","X704835"
"X4334908","X704614"
"X111978","X549945"
"X111978","X4403247"
"X111978","X255422"
"X244994","X4463684"
"X1144638","X542979"
"X1144638","X4385959"
"X240403","X4306131"
"X225943","X4306131"
"X4306131","X668399"
"X1701846","X4408751"
"X103580","X580173"
"X103580","X4354822"
"X231395","X384373"
"X384373","X824379"
"X1143000","X4465746"
"X1143000","X680305"
"X195857","X4308332"
"X195857","X612504"
"X246316","X4437557"
"X1145461","X532139"
"X4302249","X532139"
"X331020","X532139"
"X4380346","X532139"
"X4296993","X716519"
"X221734","X716519"
"X4310044","X4401528"
"X172002","X4310044"
"X152462","X4409769"
"X159656","X583819"
"X1078375","X156650"
"X156650","X279384"
"X368986","X4356305"
"X4356305","X841453"
"X518263","X629456"
"X236786","X683649"
"X541209","X683649"
"X4326208","X662983"
"X523098","X662983"
"X1146343","X662983"
"X211188","X4343459"
"X226718","X4370361"
"X4416282","X848120"
"X255508","X790063"
"X255508","X273619"
"X255508","X548079"
"X223701","X264954"
"X255294","X675744"
"X151729","X675744"
"X4439865","X675744"
"X217383","X655650"
"X4428562","X655650"
"X655650","X808919"
"X4297568","X4304296"
"X276006","X4304296"
"X4304296","X612504"
"X214749","X71577"
"X4459206","X71577"
"X2867534","X3075617"
"X1137245","X204108"
"X204108","X4360288"
"X204108","X2669168"
"X209359","X239396"
"X209359","X4327906"
"X209359","X343242"
"X240890","X564610"
"X1129683","X940666"
"X4304927","X630731"
"X4414004","X630731"
"X550937","X805857"
"X151131","X840081"
"X223593","X543181"
"X225294","X305094"
"X113502","X225294"
"X225294","X249105"
"X1110613","X225294"
"X243855","X4354699"
"X243855","X245495"
"X204877","X243855"
"X4047524","X4304927"
"X208197","X4304927"
"X257611","X698483"
"X257611","X580635"
"X257611","X557209"
"X217880","X804853"
"X156963","X245451"
"X223752","X245451"
"X156032","X215776"
"X205456","X4418570"
"X4418570","X4432759"
"X211188","X224638"
"X211188","X826497"
"X205122","X2578357"
"X2578357","X4468101"
"X3780776","X4765"
"X213687","X4365307"
"X210914","X2702263"
"X257322","X2702263"
"X204862","X2867534"
"X4091471","X4326150"
"X248170","X4326150"
"X4326150","X4373078"
"X305094","X4326151"
"X4326151","X729865"
"X4326151","X514316"
"X4354842","X533581"
"X153512","X4354842"
"X913706","X984175"
"X807594","X913706"
"X145959","X155441"
"X155441","X823057"
"X155441","X208284"
"X4433485","X4465887"
"X4465887","X551139"
"X1138930","X4465887"
"X148449","X4407984"
"X1129683","X148449"
"X148449","X4351648"
"X148449","X242252"
"X249138","X4440638"
"X4440638","X675804"
"X204470","X4440638"
"X4418304","X870009"
"X167411","X4462613"
"X4345881","X4462613"
"X3868361","X513798"
"X4320526","X513798"
"X447724","X513798"
"X232365","X4319933"
"X574297","X82424"
"X113279","X1145649"
"X4457893","X903988"
"X224138","X671156"
"X223743","X4453684"
"X1118869","X228500"
"X2228274","X4422320"
"X18499","X4422320"
"X211678","X811263"
"X211678","X4481484"
"X4424785","X903187"
"X4311891","X542933"
"X4382186","X542933"
"X1793124","X4472518"
"X1793124","X894244"
"X312035","X631678"
"X219078","X4379834"
"X212876","X219078"
"X219078","X3755712"
"X554483","X88335"
"X205267","X554483"
"X4434889","X636755"
"X584174","X636755"
"X1136721","X716416"
"X4370717","X48487"
"X48487","X812958"
"X221891","X48487"
"X2336265","X48487"
"X3471577","X831520"
"X303643","X3471577"
"X1140307","X237338"
"X237338","X248773"
"X254938","X4351648"
"X225604","X4322512"
"X204934","X225604"
"X225604","X4326569"
"X156065","X225604"
"X216549","X249280"
"X216549","X4333666"
"X216549","X244375"
"X216549","X3010829"
"X205058","X212427"
"X114356","X212427"
"X249173","X4445104"
"X113674","X4445104"
"X213088","X215999"
"X250442","X763910"
"X723493","X763910"
"X763910","X831573"
"X260668","X763910"
"X1075811","X681290"
"X1075811","X249435"
"X4406815","X716623"
"X4406815","X763380"
"X225456","X4406815"
"X2345806","X4435345"
"X160433","X2345806"
"X4373080","X813735"
"X708849","X938039"
"X204470","X282480"
"X282480","X812831"
"X173004","X282480"
"X228030","X4324652"
"X228030","X4343167"
"X228030","X905537"
"X228030","X285061"
"X228030","X820440"
"X154125","X4342012"
"X154125","X4465746"
"X154125","X356045"
"X209920","X227920"
"X225346","X227920"
"X1113105","X227920"
"X109707","X249173"
"X1060353","X249173"
"X215818","X4476744"
"X112992","X215818"
"X1671567","X225991"
"X1671567","X253754"
"X1671567","X2885481"
"X186887","X4178575"
"X186887","X4428562"
"X138295","X186887"
"X223989","X3849747"
"X3849747","X4308299"
"X3780774","X4313529"
"X1082249","X4313529"
"X4308759","X4319933"
"X139504","X219818"
"X219818","X671354"
"X219818","X4424841"
"X233703","X4414731"
"X210619","X4414731"
"X205609","X785819"
"X4466529","X785819"
"X1523777","X965853"
"X1523777","X234053"
"X200014","X898715"
"X200014","X4397838"
"X249564","X321022"
"X249564","X4478794"
"X311452","X99390"
"X311452","X4367776"
"X267354","X4474674"
"X204714","X267354"
"X267354","X512708"
"X235273","X449855"
"X235273","X238738"
"X207885","X251263"
"X4460872","X583699"
"X541201","X583699"
"X4453684","X583699"
"X172255","X818887"
"X172255","X2025156"
"X210266","X804187"
"X210266","X244727"
"X1111584","X210266"
"X1111634","X1145687"
"X1145687","X4422085"
"X217383","X4340696"
"X4340696","X4343928"
"X4340696","X4428562"
"X2902520","X761601"
"X561452","X761601"
"X407437","X761601"
"X761601","X994593"
"X204877","X718463"
"X4369470","X718463"
"X225970","X718463"
"X1107148","X809387"
"X205999","X4317198"
"X4418595","X4469252"
"X4469252","X812149"
"X3067471","X4469252"
"X2593582","X673712"
"X207022","X238816"
"X727953","X955539"
"X4324652","X955539"
"X226726","X959929"
"X226726","X660122"
"X1037111","X689666"
"X2867525","X689666"
"X285591","X689666"
"X1115183","X316756"
"X1115183","X240630"
"X1115183","X648976"
"X107654","X518990"
"X1025830","X4352292"
"X1025830","X319921"
"X206609","X280943"
"X1088543","X280943"
"X280943","X3691870"
"X106297","X207376"
"X1029922","X207376"
"X207374","X4328366"
"X207374","X257386"
"X207374","X902698"
"X114170","X70614"
"X114170","X160289"
"X114170","X4482381"
"X114170","X4425219"
"X205122","X208424"
"X205122","X580635"
"X1131914","X218269"
"X1136794","X4341330"
"X104947","X4341330"
"X1144253","X4053780"
"X222534","X831386"
"X253630","X947849"
"X253630","X4463047"
"X2216489","X253630"
"X252821","X253630"
"X114356","X205058"
"X214806","X775409"
"X214806","X2353709"
"X348270","X560165"
"X1117661","X348270"
"X151843","X240403"
"X240403","X4362226"
"X579899","X802097"
"X2017429","X311874"
"X1128503","X233934"
"X233934","X304694"
"X3362404","X4445432"
"X3362404","X4348693"
"X3362404","X344719"
"X209662","X4440611"
"X4382005","X4440611"
"X4346564","X4377584"
"X4346564","X560770"
"X223302","X4253641"
"X257807","X4374729"
"X1121806","X257807"
"X2393580","X257807"
"X302726","X4409769"
"X302726","X967720"
"X211658","X776909"
"X3606781","X4476713"
"X238538","X790063"
"X249247","X790063"
"X4358020","X538093"
"X1137140","X277727"
"X1137245","X171397"
"X4304553","X832215"
"X4304553","X539496"
"X4304553","X618882"
"X217383","X4359499"
"X217383","X808919"
"X217388","X715453"
"X1105601","X225379"
"X1136154","X3155426"
"X224138","X3155426"
"X207780","X3019022"
"X207780","X739135"
"X207780","X783209"
"X114373","X206565"
"X206565","X4340285"
"X206565","X222088"
"X188263","X959929"
"X4083690","X959929"
"X4353473","X877265"
"X4353473","X559240"
"X256995","X4353473"
"X4319478","X4353473"
"X207947","X4353473"
"X1130984","X773538"
"X206938","X835654"
"X1092384","X835654"
"X325206","X835654"
"X4345036","X580190"
"X2651948","X580190"
"X4341711","X955576"
"X238022","X955576"
"X214128","X253622"
"X151131","X250119"
"X154320","X250119"
"X141274","X250119"
"X212994","X250442"
"X250442","X260668"
"X1142950","X250442"
"X250442","X556217"
"X4400759","X4458222"
"X255261","X4400759"
"X4354822","X4400759"
"X4400759","X46444"
"X4475022","X533581"
"X1145461","X4308304"
"X4140499","X4343167"
"X78758","X877265"
"X206106","X4471636"
"X325637","X4471636"
"X208009","X4405443"
"X208009","X556657"
"X4370717","X812958"
"X261296","X4320966"
"X209238","X4470401"
"X209238","X245661"
"X1131591","X209238"
"X1013967","X339137"
"X1013967","X243709"
"X680305","X702224"
"X136399","X205559"
"X205559","X3249512"
"X4430568","X917124"
"X206405","X4430568"
"X153088","X258935"
"X153088","X807622"
"X113066","X235519"
"X1044938","X113066"
"X113066","X181846"
"X144065","X713738"
"X154764","X4395040"
"X257386","X4395043"
"X239211","X4395043"
"X203975","X588123"
"X203975","X4361131"
"X4311802","X805276"
"X1124200","X210800"
"X1124200","X4474674"
"X303607","X362426"
"X218269","X4381878"
"X218269","X3875675"
"X218269","X4373080"
"X1145338","X4397838"
"X1145338","X4369634"
"X194029","X198655"
"X198655","X543258"
"X198655","X2100502"
"X4302753","X850214"
"X113674","X2329278"
"X200629","X2329278"
"X230455","X2329278"
"X4391034","X947849"
"X4372149","X4391034"
"X252821","X4391034"
"X43490","X4382580"
"X4382580","X562010"
"X223618","X557255"
"X4320431","X557255"
"X4379780","X557255"
"X3561502","X4304962"
"X2471299","X815859"
"X1148170","X4394552"
"X1148170","X682232"
"X206951","X219551"
"X206951","X398721"
"X240881","X383501"
"X1037111","X557496"
"X1037111","X580677"
"X260920","X4443544"
"X165688","X285061"
"X3768296","X580290"
"X273619","X580290"
"X114373","X237085"
"X114373","X4340285"
"X114373","X1574978"
"X304694","X4372011"
"X342450","X4372011"
"X4373725","X917124"
"X136399","X3269318"
"X136399","X4392312"
"X207403","X4384753"
"X241113","X4326569"
"X211527","X241113"
"X241113","X252995"
"X4345036","X4392870"
"X240630","X4392870"
"X208293","X379634"
"X215999","X4361510"
"X215669","X46444"
"X190279","X512952"
"X1117349","X512952"
"X512952","X723690"
"X139504","X4341658"
"X139504","X220436"
"X114356","X2979800"
"X114356","X4394552"
"X114356","X4469865"
"X100640","X114356"
"X114356","X2880504"
"X279650","X3780776"
"X1146343","X3780776"
"X4373418","X722791"
"X4426961","X722791"
"X4409769","X722791"
"X3780774","X71326"
"X113237","X572066"
"X223701","X4460178"
"X223701","X4348101"
"X1119609","X2216490"
"X239211","X4328366"
"X4328366","X4397025"
"X17929","X514000"
"X17929","X2669168"
"X115085","X542979"
"X243283","X542979"
"X242829","X254922"
"X242829","X661235"
"X242829","X905076"
"X370425","X4355675"
"X205811","X255255"
"X144065","X205811"
"X316756","X648976"
"X156605","X568243"
"X215615","X568243"
"X56514","X568243"
"X1112740","X216503"
"X4402734","X4433269"
"X4402734","X534888"
"X205434","X237993"
"X1754884","X211112"
"X1754884","X3695905"
"X1754884","X216576"
"X4417311","X88335"
"X3951708","X88335"
"X4440067","X823439"
"X205900","X249280"
"X223302","X249280"
"X249280","X266132"
"X1112326","X249282"
"X249282","X279378"
"X1758198","X4408165"
"X1006099","X1758198"
"X1758198","X247509"
"X1758198","X765871"
"X499378","X632692"
"X1107468","X227964"
"X227964","X4357037"
"X589233","X759250"
"X368986","X778795"
"X129424","X310346"
"X310346","X701743"
"X557496","X820774"
"X370425","X4464306"
"X1137245","X4464300"
"X4420126","X716416"
"X4296435","X716416"
"X716416","X816092"
"X4479286","X716416"
"X4478649","X716416"
"X4432944","X823862"
"X545436","X672612"
"X670837","X672612"
"X220616","X245807"
"X220616","X242324"
"X4178575","X4359499"
"X4359499","X806564"
"X4359499","X808919"
"X1671561","X4481484"
"X1671566","X740940"
"X1671566","X226516"
"X1145649","X206654"
"X1145649","X4373613"
"X1145649","X4390723"
"X4349209","X544493"
"X4421346","X4431630"
"X4431630","X65684"
"X2869559","X543366"
"X511782","X543366"
"X4420570","X543366"
"X4350455","X543366"
"X205434","X849080"
"X738462","X849080"
"X154764","X211171"
"X4311541","X663399"
"X4311541","X518694"
"X237179","X811187"
"X257891","X811187"
"X313925","X811187"
"X4311891","X4387434"
"X1701833","X366930"
"X1701833","X224138"
"X205391","X4392369"
"X4155882","X4417311"
"X4304593","X4417311"
"X4417311","X792673"
"X238508","X4417311"
"X204934","X4322512"
"X2144438","X4322512"
"X4326208","X523098"
"X222917","X4466529"
"X254922","X4306723"
"X250274","X4380621"
"X3518312","X4380621"
"X4333668","X684669"
"X684669","X691109"
"X2902520","X946344"
"X2902520","X994593"
"X2651008","X2902520"
"X1092384","X206938"
"X210024","X214730"
"X369436","X4361041"
"X214595","X256612"
"X3561502","X4470985"
"X4403535","X639323"
"X136281","X639323"
"X219844","X733009"
"X1066660","X4394552"
"X1111579","X4369159"
"X112804","X210036"
"X4342317","X4482379"
"X4424841","X671354"
"X1134530","X4433485"
"X1134530","X4333669"
"X113609","X208293"
"X113609","X2806353"
"X1143858","X763380"
"X173004","X4370104"
"X239904","X4370104"
"X249425","X317157"
"X249425","X4383658"
"X206405","X249425"
"X226743","X573448"
"X265283","X4416963"
"X4433269","X775737"
"X237179","X4364580"
"X237179","X4332974"
"X113748","X4296675"
"X113748","X231733"
"X688993","X842518"
"X4345884","X688993"
"X2025156","X339137"
"X133151","X4308759"
"X243136","X246356"
"X225546","X4445432"
"X195967","X216469"
"X195967","X207000"
"X195967","X288029"
"X241899","X242393"
"X241899","X3755711"
"X360049","X562164"
"X360049","X449855"
"X360049","X4416103"
"X4374729","X523098"
"X239396","X849761"
"X130441","X239396"
"X209662","X821038"
"X209662","X306710"
"X212443","X4443379"
"X1574978","X815236"
"X245203","X576679"
"X1107468","X511742"
"X1107468","X4475718"
"X4373080","X4381878"
"X4467325","X919835"
"X218239","X919835"
"X19427","X250229"
"X18499","X19427"
"X206264","X521208"
"X156885","X2706695"
"X1004427","X3875675"
"X2990720","X82424"
"X4427473","X704614"
"X4393923","X704614"
"X256612","X65695"
"X1106090","X65695"
"X112836","X65695"
"X244000","X812831"
"X239904","X244000"
"X1142584","X547926"
"X3432765","X368658"
"X1130023","X3432765"
"X4456936","X543258"
"X206948","X4456936"
"X4456936","X546081"
"X152363","X303643"
"X1105388","X208637"
"X1106653","X154220"
"X1106653","X616310"
"X1106653","X1110732"
"X232214","X4467325"
"X1134782","X4467325"
"X275810","X742307"
"X231395","X824379"
"X231395","X2869559"
"X1111257","X4461509"
"X4402420","X4461509"
"X205592","X208197"
"X323929","X4350273"
"X113684","X2606068"
"X113684","X940348"
"X113684","X4483286"
"X247758","X4047525"
"X4047525","X4446565"
"X4047525","X4426972"
"X4047524","X530809"
"X255057","X680305"
"X1131787","X4426789"
"X163003","X675804"
"X163003","X812831"
"X252587","X981393"
"X252587","X683436"
"X302250","X804187"
"X111439","X804187"
"X4222085","X827300"
"X258654","X720193"
"X243360","X2984011"
"X209801","X243360"
"X243367","X336892"
"X204862","X269944"
"X252821","X269944"
"X1112326","X4472518"
"X4472518","X894244"
"X279378","X4472518"
"X265283","X4472518"
"X4380399","X585600"
"X4322536","X811740"
"X4105048","X4322536"
"X238700","X711023"
"X1106090","X256612"
"X154876","X156870"
"X156870","X4389407"
"X156870","X4302753"
"X1113028","X279325"
"X1113028","X4453471"
"X1113028","X151163"
"X1113028","X4399156"
"X247036","X282077"
"X225073","X4323887"
"X225073","X828826"
"X4468095","X711023"
"X1111968","X4468095"
"X255294","X566165"
"X246248","X566165"
"X220795","X255261"
"X4091428","X4104836"
"X370772","X4104836"
"X1147699","X576742"
"X220353","X576742"
"X247781","X576742"
"X246136","X3740253"
"X3740253","X4426789"
"X1137124","X216604"
"X241533","X673712"
"X208896","X711023"
"X100640","X223684"
"X205434","X223804"
"X226718","X4405710"
"X222489","X301554"
"X106297","X4445349"
"X106297","X831179"
"X106297","X3116297"
"X4346057","X4427473"
"X4346057","X4393923"
"X208779","X4482379"
"X4328544","X4382186"
"X254041","X4400735"
"X2017429","X79712"
"X254514","X788498"
"X254514","X273066"
"X137420","X254514"
"X254514","X744041"
"X254514","X547544"
"X152079","X254514"
"X254514","X966091"
"X1113693","X804853"
"X332725","X4390506"
"X134163","X332725"
"X3059362","X332725"
"X1109121","X332725"
"X240877","X4457893"
"X234329","X4457893"
"X4457893","X820116"
"X262768","X4457893"
"X1113341","X1140682"
"X204324","X213944"
"X213944","X4350558"
"X213944","X940348"
"X213944","X253524"
"X578551","X812958"
"X221891","X812958"
"X435795","X812149"
"X435795","X98258"
"X217034","X257386"
"X257386","X902698"
"X107654","X53533"
"X107654","X1574978"
"X4304593","X630306"
"X205267","X630306"
"X4322237","X4388445"
"X343242","X529762"
"X4309481","X55316"
"X250274","X4309481"
"X1114591","X4309481"
"X277373","X4309481"
"X4309481","X814909"
"X214977","X4352292"
"X154572","X4352292"
"X217325","X256569"
"X178300","X217325"
"X217325","X819971"
"X217325","X666038"
"X214676","X752915"
"X250229","X822219"
"X4345881","X822219"
"X529793","X822219"
"X151131","X210024"
"X1092384","X815701"
"X325206","X815701"
"X220359","X4387263"
"X4387263","X4412985"
"X1040631","X4387263"
"X366930","X580844"
"X1141156","X366930"
"X369436","X4379834"
"X4396040","X656975"
"X1113105","X4396040"
"X1092384","X511916"
"X205609","X742958"
"X1141480","X205609"
"X213078","X559240"
"X4350455","X824379"
"X824379","X851103"
"X210800","X518645"
"X242612","X518645"
"X4472715","X518645"
"X329490","X588933"
"X588933","X940348"
"X253524","X588933"
"X1104452","X803240"
"X1104452","X4318042"
"X1104452","X550834"
"X311250","X810167"
"X219844","X810167"
"X4368272","X810167"
"X178506","X226012"
"X226012","X800082"
"X217839","X819753"
"X217839","X3616127"
"X4335936","X905892"
"X255255","X570805"
"X1141126","X4330690"
"X368658","X590849"
"X207510","X2216505"
"X207510","X207895"
"X207510","X4348104"
"X206654","X681290"
"X1107740","X681290"
"X4373613","X681290"
"X4390723","X681290"
"X159654","X208896"
"X3312254","X797182"
"X4409450","X4477341"
"X4409450","X821764"
"X1138930","X4409450"
"X325637","X544302"
"X1147608","X246316"
"X1147608","X222183"
"X727953","X905537"
"X1139658","X4323037"
"X248618","X4323037"
"X161108","X254173"
"X4326937","X4418595"
"X4318044","X4418595"
"X3067471","X4418595"
"X151897","X331781"
"X151897","X4363845"
"X1125483","X216643"
"X1125483","X99616"
"X1125483","X226377"
"X1125483","X257150"
"X1140514","X758309"
"X1115272","X758309"
"X4359078","X758309"
"X214087","X332041"
"X214087","X3490229"
"X214087","X727692"
"X223286","X4424553"
"X223286","X255422"
"X109707","X230455"
"X253948","X2869559"
"X1863621","X253948"
"X217132","X241533"
"X4296435","X4420126"
"X4420126","X903626"
"X205267","X4155882"
"X354510","X4155882"
"X221218","X4420125"
"X4420125","X4483956"
"X1001333","X4350243"
"X1001333","X29808"
"X1001333","X4105048"
"X1068969","X985216"
"X112795","X152545"
"X152545","X246316"
"X539206","X658162"
"X310458","X539206"
"X4166998","X4367292"
"X810997","X890805"
"X509179","X890805"
"X113331","X589327"
"X113331","X259732"
"X113331","X221734"
"X1012195","X831377"
"X1012195","X4447214"
"X1012195","X4460178"
"X4321056","X4353076"
"X4300142","X4414886"
"X253255","X4320467"
"X3749019","X735782"
"X1864542","X361264"
"X213687","X903626"
"X250268","X368658"
"X368658","X4458277"
"X227319","X4417475"
"X220148","X4394649"
"X220148","X546081"
"X4333805","X4391816"
"X278073","X736099"
"X736099","X99390"
"X4424785","X776909"
"X4427473","X770366"
"X242437","X65673"
"X4483957","X65673"
"X228186","X65673"
"X353816","X734203"
"X207124","X734203"
"X265696","X734203"
"X734203","X817333"
"X4047531","X559267"
"X67771","X82554"
"X1130023","X4366008"
"X254031","X4366008"
"X4366009","X4457840"
"X204064","X2651794"
"X2651794","X525009"
"X3769417","X571700"
"X4341711","X571700"
"X247794","X2584634"
"X200629","X247794"
"X239492","X4342012"
"X4411088","X665884"
"X665884","X835333"
"X255018","X940161"
